Id,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,Ss,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstacy,Heroin,Ketamine,Legalh,Lsd,Meth,Mushrooms,Nicotine,Vsa
1077,18-24,0,Left school at 17 years,UK,White,-0.9229211819525353,-0.5765094134637486,0.7273036734457946,1.289709304358478,-0.27637585837429446,-0.753225791296744,-0.22125868776173244,3,0,0,0,4,6,5,0,0,0,0,0,5,0,0,5,0,0
1078,35-44,1,Professional certificate/ diploma,Canada,White,0.4171708226605297,0.0042212888448033845,-0.9793841947388138,0.13187481843618676,-0.14277954966710424,-1.4536436559090193,-1.2228441989199232,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,3,0
1079,25-34,1,University degree,USA,White,1.8429351091841055,-1.9273502136157217,1.8939519234181763,-0.9192845623046153,0.26041471134491845,0.1937741107892311,1.9970515199809755,3,1,1,2,6,3,6,0,0,1,0,0,0,1,0,1,3,0
1080,45-54,0,Professional certificate/ diploma,UK,White,-1.553782533803857,0.9666306404460798,-0.31809172435268174,-0.45426171917019537,0.26041471134491845,-0.23554703870612545,-1.6044905281465378,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
1081,35-44,1,Professional certificate/ diploma,UK,White,0.5220372219869126,-1.380162762301822,-1.4291795576726232,0.13187481843618676,-1.1401015508494903,-1.4536436559090193,-1.2228441989199232,5,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1082,25-34,1,Masters degree,UK,Other,0.31318599031358146,1.7476977320334912,-0.17753883227167516,0.2887641285945435,0.586497944660533,0.5469007087892307,0.7969941428269786,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
1083,18-24,1,Masters degree,UK,White,-1.1966677646801562,1.5911291144682642,0.2955933114863293,1.1172082695297971,1.3093311459275008,-0.23554703870612545,-0.22125868776173244,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
1084,18-24,0,Masters degree,UK,White,-0.24717003879613886,0.4786731653874694,-0.31809172435268174,0.2887641285945435,-0.528314643691725,-0.23554703870612545,-0.22125868776173244,4,0,0,0,6,2,6,0,0,0,0,0,2,0,0,2,3,0
1085,18-24,1,Masters degree,UK,White,0.6305501029100478,1.1187241488448052,-0.8498570278492728,-0.45426171917019537,-1.2602179619414389,-0.753225791296744,-0.8757259965584026,6,0,0,0,6,0,6,5,0,0,0,0,0,0,0,0,0,0
1086,18-24,1,University degree,UK,White,-0.052213504855487626,-0.154504612287235,0.44869825865780233,0.2887641285945435,0.41717239060141975,-1.4536436559090193,-0.22125868776173244,4,2,2,0,6,2,5,0,0,3,0,2,3,0,0,2,2,1
1087,18-24,1,Masters degree,UK,White,-0.24717003879613886,0.4786731653874694,0.8877591040782448,-0.1551222241063227,1.816085096202194,0.5469007087892307,0.4193122694051331,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
1088,35-44,0,Professional certificate/ diploma,Canada,White,-0.14932612188547958,-0.154504612287235,0.5867306980766432,0.43985794944047424,0.586497944660533,-0.753225791296744,0.4193122694051331,6,2,0,2,6,3,4,2,0,2,0,2,0,2,0,2,1,0
1089,18-24,1,Masters degree,Other,White,-0.052213504855487626,0.9666306404460798,2.1631985259307167,-0.3023657544747939,0.26041471134491845,-1.4536436559090193,-0.5431683478463336,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0
1090,18-24,1,Masters degree,UK,White,0.5220372219869126,0.4786731653874694,-0.018368732080488795,-0.3023657544747939,0.26041471134491845,0.1937741107892311,-0.5431683478463336,6,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,3,0
1091,25-34,1,Masters degree,USA,White,-0.4683231369552169,-0.154504612287235,0.2955933114863293,0.5921650128587294,0.9418861747248215,0.1937741107892311,-0.8757259965584026,6,6,0,3,6,0,6,0,0,0,0,0,0,0,5,0,0,0
1092,25-34,1,University degree,UK,White,-1.0551963000940674,1.4600264768684657,0.14301052980661966,1.1172082695297971,-0.27637585837429446,-1.4536436559090193,0.7969941428269786,6,2,4,0,6,4,4,2,0,0,0,0,0,0,0,2,6,1
1093,18-24,1,Masters degree,UK,White,0.6305501029100478,1.4600264768684657,-0.17753883227167516,2.469382156582609,-0.528314643691725,1.3456810983554328,0.4193122694051331,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0
1094,45-54,1,Left school at 16 years,UK,White,-0.4683231369552169,0.640840686349351,-1.1226884972956506,1.1172082695297971,0.12389191185434495,0.1937741107892311,-0.5431683478463336,5,3,0,4,6,3,4,3,0,3,0,0,3,3,3,3,3,0
1095,18-24,0,University degree,Australia,White,-1.6948833395463199,-0.8079909571211307,-0.5847475826945501,-1.215215481970605,-1.2602179619414389,0.1937741107892311,0.7969941428269786,3,5,6,0,6,3,5,5,0,5,0,0,5,5,0,3,0,5
1096,25-34,1,University degree,Australia,White,-1.4418736164485815,1.7476977320334912,-0.8498570278492728,-0.6077920519588935,0.586497944660533,0.915018975040276,0.4193122694051331,6,2,0,2,6,5,4,3,0,3,0,0,0,0,0,0,4,0
1097,35-44,0,Masters degree,UK,Asian,-0.4683231369552169,0.9666306404460798,0.14301052980661966,-0.0171735355935936,0.9418861747248215,0.915018975040276,-0.22125868776173244,4,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,6,0
1098,25-34,0,Masters degree,UK,White,1.134586023401797,-1.0948795698758713,-0.8498570278492728,-0.0171735355935936,0.12389191185434495,-0.23554703870612545,-2.1544290441012417,4,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,2,0
1099,18-24,0,Left school at 18 years,UK,White,-0.5814341911006304,-0.6965547185490073,1.6644200232118715,1.823696464951144,-1.1401015508494903,-0.23554703870612545,-0.5431683478463336,4,2,3,3,4,4,5,0,0,3,0,5,3,0,0,0,6,0
1100,25-34,0,"Some college or university, no certificate or degree",USA,White,-0.9229211819525353,0.0042212888448033845,0.7273036734457946,0.13187481843618676,-0.653672680399117,0.915018975040276,0.08554037637589663,3,2,0,5,6,6,6,2,2,3,2,2,3,2,6,3,6,4
1101,18-24,1,"Some college or university, no certificate or degree",USA,White,0.04240467833496769,-0.4405905148775806,-0.018368732080488795,-0.9192845623046153,-0.653672680399117,-1.4536436559090193,-0.22125868776173244,5,0,0,0,6,4,5,0,0,0,0,0,3,0,0,3,0,0
1102,18-24,1,Masters degree,UK,White,-1.3308863372990785,1.2913469696979305,0.2955933114863293,0.43985794944047424,0.586497944660533,-0.23554703870612545,0.4193122694051331,4,2,2,0,4,4,6,2,0,0,0,0,0,0,0,2,4,0
1103,18-24,0,"Some college or university, no certificate or degree",Other,White,-0.5814341911006304,0.4786731653874694,-0.17753883227167516,0.2887641285945435,-1.7853426574419595,0.1937741107892311,0.7969941428269786,6,5,0,0,6,4,4,0,0,0,0,0,0,0,0,0,6,0
1104,18-24,1,University degree,USA,White,0.31318599031358146,-0.154504612287235,-0.5847475826945501,-0.3023657544747939,1.3093311459275008,-0.753225791296744,-0.5431683478463336,4,0,0,2,6,6,4,3,0,5,0,2,2,5,0,2,3,0
1105,18-24,1,Masters degree,Other,White,-0.7931605332637086,-0.154504612287235,-0.17753883227167516,-0.45426171917019537,-0.40640425366064753,-0.23554703870612545,1.2736628734893594,6,0,3,0,4,6,4,3,0,5,0,0,0,3,0,0,6,0
1106,18-24,1,Left school at 18 years,USA,White,-1.0551963000940674,0.32395078120035065,1.8939519234181763,-0.9192845623046153,-1.7853426574419595,0.1937741107892311,0.7969941428269786,4,0,0,0,4,5,4,0,0,5,0,0,0,0,0,0,0,0
1107,25-34,0,"Some college or university, no certificate or degree",Other,White,-1.1966677646801562,-1.0948795698758713,0.7273036734457946,-1.215215481970605,-2.0492980949829396,-1.4536436559090193,0.08554037637589663,6,3,2,3,6,4,4,3,0,5,0,3,3,5,0,5,6,0
1108,25-34,1,Doctorate degree,UK,White,-0.14932612188547958,-0.3004573879283393,-0.4526296716343368,2.240420221549307,1.6348130455205026,-1.4536436559090193,0.08554037637589663,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,1,0
1109,25-34,1,"Some college or university, no certificate or degree",Other,White,1.9876623609101518,-0.3004573879283393,0.44869825865780233,-1.215215481970605,-1.0164472930228352,0.1937741107892311,0.7969941428269786,4,3,2,2,3,6,4,3,0,5,2,2,0,3,3,2,6,1
1110,18-24,0,University degree,UK,White,1.134586023401797,1.1187241488448052,1.0677957406518224,-0.1551222241063227,-0.528314643691725,1.9426449280417288,1.9970515199809755,4,5,2,3,4,5,6,2,0,5,0,5,3,2,0,2,5,0
1111,18-24,0,"Some college or university, no certificate or degree",UK,White,-0.9229211819525353,1.7476977320334912,1.442298856330978,1.289709304358478,-0.27637585837429446,0.1937741107892311,0.4193122694051331,6,4,3,4,6,4,4,4,0,4,0,4,3,3,0,0,6,0
1112,45-54,0,"Some college or university, no certificate or degree",USA,White,2.4667639608131187,-1.5121784827136195,-1.8358159343833729,0.13187481843618676,-1.6443499439466294,0.915018975040276,-0.5431683478463336,4,3,1,6,6,1,4,3,0,1,1,2,0,1,3,2,1,1
1113,18-24,1,"Some college or university, no certificate or degree",USA,White,0.22408761855117706,-0.154504612287235,-0.31809172435268174,2.240420221549307,1.4654674470039688,-1.4536436559090193,-1.2228441989199232,4,0,0,6,6,3,5,0,0,5,0,0,3,5,0,4,0,0
1114,45-54,0,Doctorate degree,USA,White,0.4171708226605297,-0.4405905148775806,0.5867306980766432,0.2887641285945435,-1.2602179619414389,1.3456810983554328,0.08554037637589663,6,6,0,2,6,3,6,2,0,1,0,0,0,3,3,2,2,0
1115,18-24,0,Left school at 18 years,USA,White,-0.9229211819525353,-1.2350528323333323,-0.7192654466880604,-1.0780488837111097,0.586497944660533,-0.753225791296744,-0.5431683478463336,4,0,5,3,6,6,6,5,0,5,0,3,3,3,3,5,6,2
1116,18-24,0,"Some college or university, no certificate or degree",USA,White,-3.470769966197626,0.4786731653874694,-0.018368732080488795,1.289709304358478,2.0499137142402626,-0.23554703870612545,0.7969941428269786,4,0,0,0,6,6,6,0,0,0,0,0,5,3,3,3,4,0
1117,45-54,0,Left school at 16 years,UK,White,0.5220372219869126,-0.5765094134637486,0.44869825865780233,-2.5449393680363555,-0.27637585837429446,0.915018975040276,-0.22125868776173244,3,1,1,1,6,6,6,1,0,0,3,0,0,1,0,3,1,0
1118,18-24,0,"Some college or university, no certificate or degree",USA,Other,0.9123109309052565,0.0042212888448033845,1.246486796919702,-0.1551222241063227,-1.3877909111937887,1.3456810983554328,0.4193122694051331,4,0,0,3,6,6,6,0,0,3,0,0,6,5,0,5,6,0
1119,18-24,0,"Some college or university, no certificate or degree",USA,White,1.606444749144182,-1.2350528323333323,-0.17753883227167516,-0.9192845623046153,-0.653672680399117,-0.753225791296744,-0.22125868776173244,6,5,0,6,6,6,6,0,0,5,0,0,5,3,3,3,6,0
1120,25-34,1,University degree,USA,White,-1.6948833395463199,2.5826969127911856,2.914685043374904,1.1172082695297971,-0.27637585837429446,0.5469007087892307,1.9970515199809755,6,6,0,3,6,6,6,3,0,3,0,0,0,5,4,4,6,5
1121,18-24,0,"Some college or university, no certificate or degree",USA,White,1.0227672663057819,-0.4405905148775806,-0.018368732080488795,-1.7765858282245783,-1.0164472930228352,0.915018975040276,0.7969941428269786,5,4,0,3,5,6,4,0,0,3,0,0,3,3,0,3,3,0
1122,25-34,0,University degree,UK,White,-1.0551963000940674,1.2913469696979305,0.44869825865780233,0.43985794944047424,0.7602934127244029,0.1937741107892311,-0.22125868776173244,4,2,2,0,6,2,6,2,0,2,0,2,2,0,0,0,2,0
1123,25-34,0,"Some college or university, no certificate or degree",USA,White,-0.34885077562865574,-2.4564465845995715,-1.2798502686723625,-0.7628364312634675,-0.27637585837429446,0.1937741107892311,0.7969941428269786,2,4,0,3,6,2,5,2,0,0,3,2,2,2,6,2,1,0
1124,18-24,0,Left school at 16 years,Canada,White,-0.052213504855487626,-1.9273502136157217,1.6644200232118715,-0.0171735355935936,-0.40640425366064753,-0.753225791296744,-0.5431683478463336,3,2,0,2,6,3,5,3,2,2,0,2,2,2,5,2,6,0
1125,25-34,0,Professional certificate/ diploma,UK,White,0.736518460960724,-0.9501107917272493,-1.1226884972956506,-0.0171735355935936,-1.2602179619414389,0.5469007087892307,-0.5431683478463336,6,6,2,3,6,3,6,3,0,3,0,5,6,0,0,2,6,0
1126,25-34,0,Left school at 18 years,UK,White,-1.0551963000940674,0.0042212888448033845,-2.407828147322035,0.43985794944047424,-0.006356972463632867,1.3456810983554328,0.08554037637589663,6,2,2,4,5,6,6,3,3,3,0,5,6,2,0,2,6,3
1127,25-34,0,Professional certificate/ diploma,USA,White,1.3751736663347747,-1.380162762301822,-0.4526296716343368,-0.1551222241063227,-2.308893863034976,-0.23554703870612545,-0.22125868776173244,5,5,2,4,6,4,4,3,0,5,3,0,5,0,2,3,6,3
1128,55-64,0,Left school at 17 years,USA,White,0.5220372219869126,-0.4405905148775806,-0.5847475826945501,-1.6250809086557938,0.586497944660533,-0.23554703870612545,0.08554037637589663,3,1,0,5,6,3,3,2,2,0,0,0,0,1,0,1,1,0
1129,18-24,0,"Some college or university, no certificate or degree",USA,White,1.3751736663347747,-0.9501107917272493,0.7273036734457946,0.2887641285945435,-0.7829794752183343,0.5469007087892307,1.2736628734893594,5,3,0,4,6,6,4,2,2,3,2,0,6,4,3,3,4,0
1130,18-24,0,"Some college or university, no certificate or degree",USA,White,1.0227672663057819,-2.045739928986916,-0.7192654466880604,1.1172082695297971,-1.2602179619414389,0.915018975040276,0.4193122694051331,4,4,0,3,6,6,4,3,2,3,0,0,2,3,6,2,6,2
1131,18-24,0,"Some college or university, no certificate or degree",Other,White,-1.553782533803857,-1.2350528323333323,0.8877591040782448,1.615560189609726,-1.7853426574419595,-0.23554703870612545,0.4193122694051331,4,0,0,0,3,4,6,0,0,0,0,3,3,3,3,5,4,0
1132,18-24,0,"Some college or university, no certificate or degree",Other,White,0.4171708226605297,0.16912805824268257,-0.17753883227167516,-0.0171735355935936,-1.9256939482998359,1.3456810983554328,0.7969941428269786,6,3,3,6,5,4,4,2,2,3,4,4,6,2,0,2,6,2
1133,25-34,1,Professional certificate/ diploma,USA,White,2.289368641815069,0.8088479237572055,0.7273036734457946,-2.0838871369568155,-1.7853426574419595,1.9426449280417288,1.9970515199809755,5,0,0,6,6,3,0,5,0,2,4,0,0,2,5,2,6,0
1134,25-34,0,Masters degree,New Zealand,White,0.6305501029100478,-0.6965547185490073,0.14301052980661966,-1.215215481970605,-0.27637585837429446,-0.23554703870612545,-0.22125868776173244,6,2,3,6,6,6,6,3,0,2,2,2,6,2,3,3,3,6
1135,35-44,0,Professional certificate/ diploma,Australia,White,-1.3308863372990785,0.16912805824268257,1.6644200232118715,1.1172082695297971,0.26041471134491845,1.3456810983554328,0.7969941428269786,3,3,0,2,3,4,4,0,0,3,0,0,3,3,0,3,6,0
1136,18-24,0,Masters degree,USA,White,0.4171708226605297,1.2913469696979305,-1.1226884972956506,-0.9192845623046153,-0.528314643691725,1.9426449280417288,0.4193122694051331,4,4,0,5,6,3,6,3,0,0,0,0,3,0,6,0,6,2
1137,18-24,0,Left school at 18 years,USA,White,1.3751736663347747,0.640840686349351,-0.31809172435268174,-1.346325894166596,-1.6443499439466294,1.3456810983554328,1.2736628734893594,3,3,0,5,6,6,4,3,3,3,3,3,3,3,5,3,6,5
1138,25-34,1,Doctorate degree,UK,White,-0.052213504855487626,0.32395078120035065,-0.8498570278492728,-0.0171735355935936,0.41717239060141975,-1.4536436559090193,-0.8757259965584026,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
1139,25-34,1,University degree,Other,White,0.31318599031358146,-1.9273502136157217,-0.018368732080488795,0.5921650128587294,-1.2602179619414389,-0.23554703870612545,-0.8757259965584026,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0
1140,25-34,0,"Some college or university, no certificate or degree",USA,White,0.5220372219869126,-1.2350528323333323,0.44869825865780233,-3.1656483055549263,-0.528314643691725,1.9426449280417288,1.2736628734893594,6,3,0,3,6,6,6,3,0,5,2,2,3,2,2,3,6,0
1141,18-24,1,"Some college or university, no certificate or degree",USA,White,-0.9229211819525353,0.4786731653874694,0.14301052980661966,1.4544395706454112,-0.27637585837429446,-0.23554703870612545,1.2736628734893594,6,2,0,4,4,4,4,4,3,5,3,0,3,0,4,3,4,3
1142,25-34,1,University degree,Australia,White,1.606444749144182,-1.6380434364907415,0.7273036734457946,-1.0780488837111097,-1.5214673977306608,0.5469007087892307,1.2736628734893594,5,2,0,3,6,6,5,0,0,2,0,0,0,0,0,0,6,2
1143,35-44,0,Professional certificate/ diploma,USA,White,0.4171708226605297,-1.2350528323333323,0.14301052980661966,-0.1551222241063227,0.586497944660533,0.5469007087892307,0.08554037637589663,5,1,0,6,6,5,0,3,3,0,2,1,3,1,6,5,6,1
1144,18-24,1,"Some college or university, no certificate or degree",USA,White,1.9876623609101518,-1.9273502136157217,1.246486796919702,1.4544395706454112,-1.1401015508494903,-0.23554703870612545,1.2736628734893594,6,3,0,5,6,5,5,0,0,0,0,0,5,0,0,0,6,0
1145,45-54,0,University degree,UK,White,0.22408761855117706,-1.0948795698758713,-0.7192654466880604,-0.3023657544747939,-0.653672680399117,0.1937741107892311,-0.8757259965584026,1,1,1,3,6,1,6,1,0,1,0,0,0,1,0,1,6,0
1146,18-24,0,"Some college or university, no certificate or degree",Republic of Ireland,White,1.606444749144182,-0.8079909571211307,-0.7192654466880604,-1.215215481970605,-2.1856304721280195,-0.23554703870612545,0.08554037637589663,4,5,2,0,6,5,3,3,0,5,0,0,3,0,0,0,6,0
1147,25-34,0,Masters degree,USA,White,0.22408761855117706,-0.6965547185490073,0.2955933114863293,-0.0171735355935936,-1.0164472930228352,-0.753225791296744,-1.2228441989199232,4,6,0,5,6,6,4,0,0,0,0,5,4,5,5,5,3,2
1148,25-34,0,University degree,USA,White,-2.7621103284111985,-0.4405905148775806,-1.1226884972956506,-1.4833521172524338,0.9418861747248215,-0.23554703870612545,0.08554037637589663,4,6,4,3,6,2,5,2,0,5,0,0,0,3,0,2,0,0
1149,35-44,0,Professional certificate/ diploma,USA,White,1.8429351091841055,-0.9501107917272493,0.14301052980661966,-1.4833521172524338,-1.2602179619414389,0.915018975040276,-0.5431683478463336,3,3,1,5,6,3,3,1,1,2,0,2,4,3,3,2,6,1
1150,18-24,0,"Some college or university, no certificate or degree",USA,White,0.1360611520933125,0.16912805824268257,0.14301052980661966,-0.6077920519588935,-0.653672680399117,0.5469007087892307,1.9970515199809755,4,5,2,5,6,6,4,6,3,4,2,3,2,3,3,3,4,2
1151,45-54,1,Left school at 18 years,Australia,White,-0.5814341911006304,0.640840686349351,-0.31809172435268174,0.43985794944047424,0.9418861747248215,-0.753225791296744,-0.5431683478463336,1,6,2,6,4,6,4,2,0,2,2,2,0,2,0,2,6,0
1152,25-34,0,"Some college or university, no certificate or degree",USA,White,1.2365672944318482,-0.4405905148775806,0.5867306980766432,1.1172082695297971,0.41717239060141975,0.1937741107892311,0.4193122694051331,5,6,3,6,6,5,5,2,2,2,2,2,5,2,0,2,4,2
1153,35-44,1,University degree,USA,White,1.7229418219151513,-1.76758078926997,-0.5847475826945501,-0.3023657544747939,-1.2602179619414389,0.915018975040276,-0.8757259965584026,1,3,0,2,6,6,6,1,2,0,1,0,1,0,0,0,6,1
1154,55-64,1,Masters degree,USA,Other,0.31318599031358146,-0.6965547185490073,-0.7192654466880604,-1.215215481970605,-0.27637585837429446,0.5469007087892307,1.9970515199809755,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0
1155,18-24,0,Left school at 18 years,Other,White,0.5220372219869126,-0.8079909571211307,-0.17753883227167516,-0.1551222241063227,-1.9256939482998359,0.5469007087892307,1.2736628734893594,5,3,0,3,5,5,5,0,0,0,0,0,3,3,3,0,5,0
1156,18-24,1,Masters degree,UK,White,0.4171708226605297,0.16912805824268257,0.2955933114863293,0.7631620279696526,-0.528314643691725,0.1937741107892311,0.7969941428269786,6,2,2,0,6,6,5,3,0,5,0,4,3,3,0,0,6,0
1157,18-24,0,Doctorate degree,UK,White,-0.9229211819525353,1.7476977320334912,1.6644200232118715,1.615560189609726,-0.528314643691725,-0.23554703870612545,1.2736628734893594,6,2,2,5,6,4,6,0,0,5,0,3,3,0,0,4,5,0
1158,18-24,1,"Some college or university, no certificate or degree",UK,White,0.22408761855117706,-0.154504612287235,-0.31809172435268174,-0.6077920519588935,0.41717239060141975,-0.23554703870612545,-0.5431683478463336,3,2,0,5,3,2,6,2,0,2,0,0,2,0,0,0,2,0
1159,18-24,0,"Some college or university, no certificate or degree",UK,White,0.6305501029100478,1.9463183283359566,1.8939519234181763,0.43985794944047424,-0.40640425366064753,1.3456810983554328,0.7969941428269786,5,4,0,0,4,6,4,3,0,6,0,3,6,0,0,0,6,0
1160,45-54,0,Professional certificate/ diploma,Republic of Ireland,White,-0.4683231369552169,0.0042212888448033845,-0.31809172435268174,-1.215215481970605,0.9418861747248215,-0.753225791296744,0.4193122694051331,3,2,2,3,6,6,4,1,0,0,0,0,3,1,0,1,6,1
1161,25-34,1,University degree,Canada,White,0.6305501029100478,-0.154504612287235,0.14301052980661966,-0.0171735355935936,-1.1401015508494903,0.1937741107892311,1.2736628734893594,6,2,2,3,5,3,4,3,0,3,0,0,2,2,0,3,1,0
1162,18-24,0,Left school at 17 years,USA,Other,0.82684902293302,-1.0948795698758713,-1.4291795576726232,-0.9192845623046153,0.12389191185434495,0.5469007087892307,0.7969941428269786,4,6,0,0,6,4,5,4,0,5,0,0,3,3,0,3,6,0
1163,18-24,0,"Some college or university, no certificate or degree",USA,White,0.04240467833496769,-0.154504612287235,1.6644200232118715,0.13187481843618676,0.26041471134491845,0.5469007087892307,1.9970515199809755,4,3,0,3,5,4,5,5,0,2,3,0,3,2,3,2,3,0
1164,25-34,1,Doctorate degree,UK,White,-0.14932612188547958,-0.9501107917272493,0.2955933114863293,0.9442460019876703,2.0499137142402626,-0.753225791296744,-0.5431683478463336,4,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0
1165,25-34,0,Left school at 17 years,Australia,White,-0.34885077562865574,0.32395078120035065,-0.018368732080488795,0.13187481843618676,0.41717239060141975,0.1937741107892311,0.08554037637589663,5,4,5,4,6,2,5,5,0,3,0,0,3,2,0,3,6,0
1166,25-34,0,"Some college or university, no certificate or degree",USA,White,0.82684902293302,-1.0948795698758713,0.44869825865780233,-0.6077920519588935,1.1368987009682203,0.915018975040276,-0.22125868776173244,4,0,0,4,5,4,4,0,0,0,0,0,4,0,4,3,1,0
1167,35-44,0,University degree,USA,White,-0.34885077562865574,-0.5765094134637486,0.8877591040782448,0.7631620279696526,-1.7853426574419595,1.9426449280417288,1.9970515199809755,6,0,0,0,6,3,6,3,0,2,0,2,3,0,0,5,3,1
1168,25-34,0,University degree,USA,White,0.5220372219869126,-0.9501107917272493,1.0677957406518224,-0.3023657544747939,0.586497944660533,-0.23554703870612545,0.08554037637589663,4,1,0,0,6,6,6,0,0,5,0,0,2,5,0,5,1,0
1169,18-24,0,Left school at 18 years,USA,White,0.82684902293302,-0.3004573879283393,1.442298856330978,-0.7628364312634675,-1.0164472930228352,0.915018975040276,0.7969941428269786,6,2,0,0,6,6,4,0,0,0,0,0,5,0,3,3,2,0
1170,45-54,0,Professional certificate/ diploma,USA,White,0.4171708226605297,-0.154504612287235,-0.17753883227167516,-1.9309483852571023,-1.0164472930228352,0.5469007087892307,0.4193122694051331,4,6,2,3,6,2,6,1,0,0,0,2,0,2,3,2,1,0
1171,35-44,1,University degree,USA,White,-1.1966677646801562,1.2913469696979305,1.442298856330978,1.289709304358478,0.26041471134491845,-0.753225791296744,-0.22125868776173244,6,0,0,0,6,3,6,2,0,2,1,2,0,1,0,2,4,0
1172,35-44,0,"Some college or university, no certificate or degree",USA,White,0.1360611520933125,-0.5765094134637486,-0.018368732080488795,-0.7628364312634675,0.12389191185434495,-0.753225791296744,0.4193122694051331,3,0,0,4,6,6,4,0,0,0,0,0,0,1,6,2,6,1
1173,18-24,0,"Some college or university, no certificate or degree",USA,White,-0.24717003879613886,0.16912805824268257,-0.9793841947388138,0.5921650128587294,0.9418861747248215,0.915018975040276,0.4193122694051331,4,3,0,3,6,6,4,3,0,3,5,3,2,0,3,2,3,3
1174,18-24,1,"Some college or university, no certificate or degree",USA,White,0.4171708226605297,0.16912805824268257,1.442298856330978,0.5921650128587294,0.586497944660533,-1.4536436559090193,0.08554037637589663,5,0,0,3,6,6,6,0,0,2,0,0,2,2,0,0,3,2
1175,18-24,0,"Some college or university, no certificate or degree",USA,Other,0.04240467833496769,-0.8079909571211307,0.8877591040782448,-0.3023657544747939,1.1368987009682203,-0.23554703870612545,0.7969941428269786,5,4,0,6,6,6,6,6,1,3,3,3,2,3,3,3,6,0
1176,25-34,0,Masters degree,USA,White,0.31318599031358146,-0.8079909571211307,-0.018368732080488795,-0.9192845623046153,1.1368987009682203,1.9426449280417288,1.9970515199809755,6,6,0,0,6,5,6,0,0,0,0,0,1,1,0,0,4,0
1177,18-24,0,"Some college or university, no certificate or degree",USA,Other,-1.4418736164485815,0.0042212888448033845,-0.8498570278492728,0.7631620279696526,-0.27637585837429446,-0.23554703870612545,0.7969941428269786,3,3,0,0,6,5,4,0,0,5,0,0,5,5,2,3,0,0
1178,18-24,0,"Some college or university, no certificate or degree",Other,White,0.82684902293302,-0.154504612287235,-0.018368732080488795,-1.346325894166596,-0.900600351361439,-1.4536436559090193,0.08554037637589663,4,2,0,6,2,3,4,3,0,3,0,0,4,0,4,0,0,0
1179,25-34,1,"Some college or university, no certificate or degree",USA,White,-0.4683231369552169,0.32395078120035065,0.14301052980661966,1.615560189609726,0.12389191185434495,1.3456810983554328,0.4193122694051331,4,0,0,3,6,2,4,1,0,1,0,0,0,1,0,1,0,0
1180,25-34,1,Masters degree,USA,White,2.130546336224653,0.4786731653874694,1.8939519234181763,-2.7952383294655787,-1.2602179619414389,1.9426449280417288,1.9970515199809755,5,6,0,5,6,5,6,5,0,1,3,1,5,1,5,0,3,2
1181,18-24,0,"Some college or university, no certificate or degree",USA,White,-0.7931605332637086,-0.3004573879283393,-0.5847475826945501,0.7631620279696526,-0.27637585837429446,-0.23554703870612545,-1.2228441989199232,0,3,0,5,6,6,3,0,0,0,0,0,3,3,6,3,0,0
1182,18-24,0,"Some college or university, no certificate or degree",USA,White,-0.14932612188547958,-1.6380434364907415,0.2955933114863293,-0.6077920519588935,-0.27637585837429446,-0.753225791296744,0.4193122694051331,2,0,0,0,3,6,6,0,0,2,0,2,2,2,0,2,0,0
1183,25-34,0,"Some college or university, no certificate or degree",Other,White,1.7229418219151513,-0.4405905148775806,-0.5847475826945501,-0.45426171917019537,-1.0164472930228352,0.1937741107892311,0.4193122694051331,4,3,2,3,6,5,6,5,0,0,0,0,0,3,2,3,3,0
1184,25-34,1,Professional certificate/ diploma,Australia,White,0.4171708226605297,-0.4405905148775806,-0.5847475826945501,2.240420221549307,-0.7829794752183343,0.5469007087892307,0.08554037637589663,6,3,2,3,6,5,6,3,0,3,0,5,5,5,3,5,4,0
1185,18-24,0,University degree,USA,White,-0.4683231369552169,1.1187241488448052,0.8877591040782448,-0.3023657544747939,1.816085096202194,-0.753225791296744,-0.22125868776173244,4,3,0,3,6,6,4,0,0,5,0,5,3,3,0,3,0,0
1186,45-54,0,Left school at 16 years,USA,White,-0.14932612188547958,-1.2350528323333323,-0.17753883227167516,0.9442460019876703,0.26041471134491845,-0.23554703870612545,0.7969941428269786,5,1,0,4,6,4,5,1,0,0,0,0,0,1,6,0,1,1
